0.0 0.5
1.0 0.0
2.0 -0.25
3.0 -0.4375
4.0 -0.59375
5.0 -0.7304687500000011
6.0 -0.8535156249999993
7.0 -0.9663085937500038
8.0 -1.0710449218749956
9.0 -1.1692352294921888
10.0 -1.2619705200195306
11.0 -1.3500690460205027
12.0 -1.4341630935669032
13.0 -1.5147532224655182
14.0 -1.5922437310218878
15.0 -1.6669667214155228
16.0 -1.7391989454626922
17.0 -1.80917391250843
18.0 -1.8770907922880697
19.0 -1.9431210920738442
20.0 -2.0074137523915847
21.0 -2.070099096201355
22.0 -2.131291931825218
23.0 -2.191094021184891
24.0 -2.2495960651237104
25.0 -2.3068793164804045
26.0 -2.3630169028100445
27.0 -2.4180749201717986
28.0 -2.472113344619353
29.0 -2.525186797201853
30.0 -2.5773451902570645
31.0 -2.628634276761343
32.0 -2.6790961199348913
33.0 -2.728769496808877
34.0 -2.777690246760606
35.0 -2.8258915739187733
36.0 -2.8734043106891076
37.0 -2.9202571483375377
38.0 -2.9664768395313064
39.0 -3.012088376893502
40.0 -3.0571151509561934
