0.0 5.075537290215718e-7
1.0 1.1686229334711314e-6
2.0 -0.008132653097232283
3.0 0.00226833721610936
4.0 0.006273184629261374
5.0 0.00868950741221652
6.0 0.010456266189402626
7.0 0.011883480580952056
8.0 0.01310461237186481
9.0 0.014187416102338422
10.0 0.015170569706089296
11.0 0.016078004514541437
12.0 0.01692564204757298
13.0 0.017724491729615023
14.0 0.01848264626128238
15.0 0.019206076006894755
16.0 0.01989951367924181
17.0 0.02056656879532915
18.0 0.021210300650160635
19.0 0.02183305832240785
20.0 0.022436975677094174
21.0 0.023023658863272612
22.0 0.023594690352084967
23.0 0.02415120216763666
24.0 0.02469443093394501
25.0 0.02522518480392757
26.0 0.025744476767194942
27.0 0.026252879530836094
28.0 0.026751260462604252
29.0 0.027240010370096455
30.0 0.02771990444005912
31.0 0.02819118387651842
32.0 0.02865457125563471
33.0 0.02911017632192332
34.0 0.0295587011766923
35.0 0.03000013163176689
36.0 0.030435178483708445
37.0 0.030863701755207987
38.0 0.031286451004199536
39.0 0.03170314850387242
40.0 0.03211461788710643
